protein_id	protein_name	copy_number
BHFGHA_11635	sn-glycerol-3-phosphate ABC transporter permease UgpE	1
BHFGHA_11640	sn-glycerol-3-phosphate ABC transporter permease UgpA	1
BHFGHA_11645	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	1
BHFGHA_11650	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	1
BHFGHA_11655	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG	1
BHFGHA_11660	branched chain amino acid ABC transporter permease LivM	1
BHFGHA_11665	high-affinity branched-chain amino acid ABC transporter permease LivH	1
BHFGHA_11670	high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK	1
BHFGHA_11675	aspartate 1-decarboxylase autocleavage activator PanM	1
BHFGHA_11680	branched chain amino acid ABC transporter substrate-binding protein LivJ	1
BHFGHA_11685	RNA polymerase sigma factor RpoH	1
BHFGHA_11690	permease-like cell division protein FtsX	1
BHFGHA_11695	cell division ATP-binding protein FtsE	1
BHFGHA_11700	signal recognition particle-docking protein FtsY	1
BHFGHA_11705	16S rRNA (guanine(966)-N(2))-methyltransferase	1
BHFGHA_11710	DUF1145 domain-containing protein	1
BHFGHA_11715	Uncharacterized protein YhhM	1
BHFGHA_11720	Uncharacterized membrane protein YhhN	1
BHFGHA_11725	Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA	1
BHFGHA_11735	Sulfur carrier protein TusA	1
BHFGHA_11740	7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter	1
BHFGHA_11745	phage sensitivity protein DcrB	1
BHFGHA_11750	Uncharacterized MFS-type transporter YhhS	1
BHFGHA_11755	Putative transport protein YhhT	1
BHFGHA_11760	4'-phosphopantetheinyl transferase AcpT	1
BHFGHA_11765	hypothetical protein	1
BHFGHA_11770	nickel ABC transporter substrate-binding protein	1
BHFGHA_11775	nickel ABC transporter permease subunit NikB	1
BHFGHA_11780	nickel ABC transporter permease subunit NikC	1
BHFGHA_11785	nickel import ATP-binding protein NikD	1
BHFGHA_11790	nickel import ATP-binding protein NikE	1
BHFGHA_11795	nickel import ATP-binding protein NikE	1
BHFGHA_11800	ABC transporter permease	1
BHFGHA_11805	ribosome-associated ATPase/putative transporter RbbA	1
BHFGHA_11810	Uncharacterized protein YhiI	1
BHFGHA_11815	Inner membrane protein yhiM	1
BHFGHA_11820	putative flavoprotein YhiN	1
BHFGHA_11825	inorganic phosphate transporter PitA	1
BHFGHA_11830	universal stress protein UspB	1
BHFGHA_11835	universal stress protein UspA	1
BHFGHA_11840	dipeptide/tripeptide permease DtpB	1
BHFGHA_11845	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ	1
BHFGHA_11850	oligopeptidase A	1
BHFGHA_11855	23S rRNA (adenine(2030)-N(6))-methyltransferase	1
BHFGHA_11860	glutathione-disulfide reductase	1
BHFGHA_11865	hypothetical protein	1
BHFGHA_11875	glutaredoxin-dependent arsenate reductase	1
BHFGHA_11880	YhiS	1
BHFGHA_11885	outer membrane lipoprotein Slp	1
BHFGHA_11890	HTH-type transcriptional regulator DctR	1
BHFGHA_11895	heme oxygenase ChuS	1
BHFGHA_11900	Outer membrane heme/hemoglobin receptor ChuA	1
BHFGHA_11905	periplasmic heme-binding protein ChuT	1
BHFGHA_11910	Putative oxygen independent coproporphyrinogen III oxidase	1
BHFGHA_11915	putative heme-binding protein ChuX	1
BHFGHA_11920	ChuY	1
BHFGHA_11925	heme ABC transporter permease ShuU/ChuU	1
BHFGHA_11930	ATP-binding hydrophilic protein ChuV	1
BHFGHA_11935	MgtC/SapB family protein	1
BHFGHA_11940	acid-activated periplasmic chaperone HdeB	1
BHFGHA_11945	acid-activated periplasmic chaperone HdeA	1
BHFGHA_11950	acid-resistance protein HdeD	1
BHFGHA_11955	acid resistance transcriptional activator GadE	1
BHFGHA_11960	hypothetical protein	1
BHFGHA_11970	multidrug transporter subunit MdtE	1
BHFGHA_11975	multidrug efflux pump RND permease MdtF	1
BHFGHA_11980	Inner membrane protein	1
BHFGHA_11985	acid resistance transcriptional activator GadW	1
BHFGHA_11995	acid resistance transcriptional activator GadX	1
BHFGHA_12000	glutamate decarboxylase	1
BHFGHA_12005	cytochrome c peroxidase	1
BHFGHA_12010	Cytoplasmic trehalase	1
BHFGHA_12015	Putative HTH-type transcriptional regulator YhjB	1
BHFGHA_12020	DNA-binding transcriptional regulator, LysR family	1
BHFGHA_12025	inner membrane protein YhjD	1
BHFGHA_12030	Inner membrane metabolite transport protein YhjE	1
BHFGHA_12035	AsmA family protein YhjG	1
BHFGHA_12040	cyclic-guanylate-specific phosphodiesterase	1
BHFGHA_12045	2-dehydro-3-deoxygluconokinase	1
BHFGHA_12050	Protein YhjJ	1
BHFGHA_12055	C4-dicarboxylate transporter DctC	1
BHFGHA_12060	biofilm formation regulator HmsP	1
BHFGHA_12065	cellulose synthase complex outer membrane protein BcsC	1
BHFGHA_12070	Oxidoreductase subunit	1
BHFGHA_12075	cellulose synthase complex periplasmic endoglucanase BcsZ	1
BHFGHA_12080	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	1
BHFGHA_12085	UDP-forming cellulose synthase catalytic subunit	1
BHFGHA_12090	UDP-forming cellulose synthase catalytic subunit	1
BHFGHA_12095	cellulose biosynthesis protein BcsQ	1
BHFGHA_12100	cellulose biosynthesis protein BcsR	1
BHFGHA_12105	cellulose biosynthesis c-di-GMP-binding protein BcsE	1
BHFGHA_12110	cellulose biosynthesis protein BcsF	1
BHFGHA_12115	cellulose biosynthesis protein BcsG	1
BHFGHA_12120	Type I toxin-antitoxin system toxin Ldr family protein	1
BHFGHA_12130	Inner membrane transport protein YhjV	1
BHFGHA_12135	dipeptide ABC transporter ATP-binding subunit DppF	1
BHFGHA_12140	dipeptide ABC transporter ATP-binding protein	1
BHFGHA_12145	dipeptide ABC transporter permease DppC	1
BHFGHA_12150	dipeptide ABC transporter permease DppB	1
BHFGHA_12160	dipeptide ABC transporter substrate-binding protein DppA	1
BHFGHA_12175	kdo(2)-lipid A phosphoethanolamine 7''-transferase	1
BHFGHA_12180	long polar fimbrial protein LpfE	1
BHFGHA_12185	Fimbrial protein	1
BHFGHA_12190	outer membrane usher protein LpfC	1
BHFGHA_12195	long polar fimbrial biogenesis chaperone LpfB	1
BHFGHA_12200	long polar fimbrial major subunit LpfA	1
BHFGHA_12205	Uncharacterized MFS-type transporter YhjX	1
BHFGHA_12210	Uncharacterized protein YhjY	1
BHFGHA_12215	DNA-3-methyladenine glycosylase I	1
BHFGHA_12220	N-acetyltransferase	1
BHFGHA_12225	biotin sulfoxide reductase	1
BHFGHA_12230	OmpA family lipoprotein	1
BHFGHA_12235	glyoxylate/hydroxypyruvate reductase GhrB	1
BHFGHA_12240	Uncharacterized protein YiaF	1
BHFGHA_12245	HTH-type transcriptional regulator	1
BHFGHA_12250	Cold shock protein CspA	1
BHFGHA_12255	Hok/Gef family protein	1
BHFGHA_12265	Glycine--tRNA ligase beta subunit	1
BHFGHA_12270	glycine--tRNA ligase subunit alpha	1
BHFGHA_12275	Uncharacterized protein YsaB	1
BHFGHA_12280	O-acetyltransferase WecH	1
BHFGHA_12285	inner membrane protein YiaA	1
BHFGHA_12290	inner membrane protein YiaB	1
BHFGHA_12295	xylulokinase	1
BHFGHA_12300	xylose isomerase	1
BHFGHA_12305	D-xylose ABC transporter substrate-binding protein	1
BHFGHA_12310	D-xylose ABC transporter ATP-binding protein	1
BHFGHA_12315	xylose ABC transporter permease XylH	1
BHFGHA_12320	DNA-binding transcriptional regulator XylR	1
BHFGHA_12325	protein bax	1
BHFGHA_12330	Putative translational regulatory protein BaxL	1
BHFGHA_12335	alpha-amylase	1
BHFGHA_12340	valine--pyruvate transaminase	1
BHFGHA_12345	Putative electron transport protein YsaA	1
BHFGHA_12350	IclR family transcriptional regulator YiaJ	1
BHFGHA_12355	3-dehydro-L-gulonate 2-dehydrogenase	1
BHFGHA_12360	Beta-galactosidase, beta subunit	1
BHFGHA_12365	DUF4862 domain-containing protein	1
BHFGHA_12370	2,3-diketo-L-gulonate TRAP transporter small permease YiaM	1
BHFGHA_12375	2,3-diketo-L-gulonate TRAP transporter large permease YiaN	1
BHFGHA_12380	2,3-diketo-L-gulonate transporter substrate-binding protein YiaO	1
BHFGHA_12385	L-xylulokinase	1
BHFGHA_12390	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	1
BHFGHA_12395	L-ribulose-5-phosphate 3-epimerase	1
BHFGHA_12400	L-ribulose-5-phosphate 4-epimerase	1
BHFGHA_12405	aldehyde dehydrogenase AldB	1
BHFGHA_12410	Fic family protein	1
BHFGHA_12415	L-threonine dehydrogenase	1
BHFGHA_12420	selenocysteine-specific translation elongation factor	1
BHFGHA_12425	L-seryl-tRNA(Sec) selenium transferase	1
BHFGHA_12430	glutathione S-transferase	1
BHFGHA_12435	Autotransporter outer membrane beta-barrel domain-containing protein	1
BHFGHA_12440	Fimbrial biogenesis outer membrane usher protein	1
BHFGHA_12445	Molecular chaperone	1
BHFGHA_12450	Fimbrial protein	1
BHFGHA_12455	Sigma-70 family RNA polymerase sigma factor	1
BHFGHA_12460	Putative fimbrial operon positive regulatory protein FanR	1
BHFGHA_12465	Inner membrane protein YibH	1
BHFGHA_12470	Uncharacterized protein YibI	1
BHFGHA_12475	PTS mannitol transporter subunit IICBA	1
BHFGHA_12495	mannitol-1-phosphate 5-dehydrogenase	1
BHFGHA_12500	mannitol operon repressor MtlR	1
BHFGHA_12505	Uncharacterized protein YibT	1
BHFGHA_12510	YibL family ribosome-associated protein	1
BHFGHA_12515	Putative inner membrane lipoprotein	1
BHFGHA_12520	Putative inner membrane lipoprotein	1
BHFGHA_12525	YadA-like family protein	1
BHFGHA_12530	L-lactate permease	1
BHFGHA_12535	transcriptional regulator LldR	1
BHFGHA_12540	quinone-dependent L-lactate dehydrogenase	1
BHFGHA_12545	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	1
BHFGHA_12550	serine O-acetyltransferase	1
BHFGHA_12555	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	1
BHFGHA_12560	protein-export chaperone SecB	1
BHFGHA_12565	glutaredoxin 3	1
BHFGHA_12570	Uncharacterized protein YibN	1
BHFGHA_12575	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1
BHFGHA_12580	murein hydrolase activator EnvC	1
BHFGHA_12585	Uncharacterized protein YibQ	1
BHFGHA_12590	UDP-glucuronate:LPS(HepIII) glycosyltransferase	1
BHFGHA_12595	L-threonine 3-dehydrogenase	1
BHFGHA_12600	glycine C-acetyltransferase	1
BHFGHA_12605	ADP-glyceromanno-heptose 6-epimerase	1
BHFGHA_12610	ADP-heptose--LPS heptosyltransferase RfaF	1
BHFGHA_12615	lipopolysaccharide heptosyltransferase RfaC	1
BHFGHA_12620	Ligase	1
BHFGHA_12625	Beta1,3-glucosyltransferase WaaV	1
BHFGHA_12630	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	1
BHFGHA_12635	lipopolysaccharide core heptose(II) kinase RfaY	1
BHFGHA_12640	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	1
BHFGHA_12645	lipopolysaccharide 3-alpha-galactosyltransferase	1
BHFGHA_12650	lipopolysaccharide core heptose(I) kinase RfaP	1
BHFGHA_12655	Lipopolysaccharide core biosynthesis protein RfaG	1
BHFGHA_12660	lipopolysaccharide core heptosyltransferase RfaQ	1
BHFGHA_12665	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	1
BHFGHA_12670	pantetheine-phosphate adenylyltransferase	1
BHFGHA_12675	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	1
BHFGHA_12680	50S ribosomal protein L33	1
BHFGHA_12685	50S ribosomal protein L28	1
BHFGHA_12690	DNA repair protein RadC	1
BHFGHA_12695	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	1
BHFGHA_12700	dUTP diphosphatase	1
BHFGHA_12705	nucleoid occlusion factor SlmA	1
BHFGHA_12710	Orotate phosphoribosyltransferase	1
BHFGHA_12715	Putative PyrE leader peptide	1
BHFGHA_12720	ribonuclease PH	1
BHFGHA_12725	putative endoribonuclease YicC	1
BHFGHA_12730	DNA damage-inducible protein D	1
BHFGHA_12735	UPF0126 inner membrane protein YicG	1
BHFGHA_12740	NAD-dependent DNA ligase LigB	1
BHFGHA_12745	guanylate kinase	1
BHFGHA_12750	DNA-directed RNA polymerase subunit omega	1
BHFGHA_12755	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	1
BHFGHA_12760	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	1
BHFGHA_12765	ATP-dependent DNA helicase RecG	1
BHFGHA_12770	sodium/glutamate symporter	1
BHFGHA_12775	xanthine/proton symporter XanP	1
BHFGHA_12780	AsmA family protein YicH	1
BHFGHA_12785	D-lyxose/D-mannose family sugar isomerase	1
BHFGHA_12790	Putative sugar kinase/transcriptional regulator ATPase domain	1
BHFGHA_12795	Fructose/tagatose bisphosphate aldolase	1
BHFGHA_12800	Aldolase	1
BHFGHA_12805	Phosphotransferase system, fructose-specific IIC component	1
BHFGHA_12810	Phosphotransferase system fructose-specific component IIB	1
BHFGHA_12815	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	1
BHFGHA_12820	PRD domain-containing protein	1
BHFGHA_12825	alpha-xylosidase	1
BHFGHA_12830	glycoside-pentoside-hexuronide family transporter	1
BHFGHA_12840	DUF4102 domain-containing protein	1
BHFGHA_12845	Helicase	1
BHFGHA_12850	Immunity protein 30 domain-containing protein	1
BHFGHA_12855	Polarity suppression protein	1
BHFGHA_12860	Transactivation protein	1
BHFGHA_12865	Glycoprotein 3	1
BHFGHA_12870	Uncharacterized protein ORF88	1
BHFGHA_12885	Phage repressor protein	1
BHFGHA_12895	Derepression protein	1
BHFGHA_12900	P4 prophage-derived uncharacterized protein t2654	1
BHFGHA_12905	P4 prophage-derived uncharacterized protein t2655	1
BHFGHA_12910	Putative P4-specific DNA primase	1
BHFGHA_12915	Putative cytoplasmic protein	1
BHFGHA_12920	Aec80	1
BHFGHA_12925	Pas-pac-pac sensing his kinase	1
BHFGHA_12930	carboxylate/amino acid/amine transporter	1
BHFGHA_12935	lipoprotein NlpA	1
BHFGHA_12940	Uncharacterized protein YicS	1
BHFGHA_12945	purine ribonucleoside efflux pump NepI	1
BHFGHA_12950	Uncharacterized protein YicN	1
BHFGHA_12955	adenine permease AdeQ	1
BHFGHA_12960	adenine deaminase	1
BHFGHA_12965	hexose-6-phosphate:phosphate antiporter	1
BHFGHA_12970	MFS transporter family glucose-6-phosphate receptor UhpC	1
BHFGHA_12975	signal transduction histidine-protein kinase/phosphatase UhpB	1
BHFGHA_12980	DNA-binding response regulator UhpA	1
BHFGHA_12985	acetolactate synthase small subunit	1
BHFGHA_12990	Acetolactate synthase	1
BHFGHA_12995	Protein YsdE	1
BHFGHA_13000	multidrug efflux MFS transporter EmrD	1
BHFGHA_13005	Sulfatase maturation enzyme AslB, radical SAM superfamily	1
BHFGHA_13010	Inner membrane protein YidG	1
BHFGHA_13015	Inner membrane protein YidH	1
BHFGHA_13020	Uncharacterized sulfatase YidJ	1
BHFGHA_13025	solute:sodium symporter family transporter	1
BHFGHA_13030	Uncharacterized HTH-type transcriptional regulator YidL	1
BHFGHA_13035	putative transporter	1
BHFGHA_13040	small heat shock chaperone IbpB	1
BHFGHA_13045	small heat shock chaperone IbpA	1
BHFGHA_13050	Uncharacterized protein YidQ	1
BHFGHA_13055	Uncharacterized protein YidR	1
BHFGHA_13060	Protein CbrA	1
BHFGHA_13065	D-galactonate transporter	1
BHFGHA_13070	galactonate dehydratase	1
BHFGHA_13075	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	1
BHFGHA_13080	2-dehydro-3-deoxygalactonokinase	1
BHFGHA_13085	D-galactonate utilization transcriptional regulator DgoR	1
BHFGHA_13090	Lipoprotein	1
BHFGHA_13095	sugar-phosphatase	1
BHFGHA_13100	DUF937 domain-containing protein	1
BHFGHA_13110	DNA topoisomerase (ATP-hydrolyzing) subunit B	1
BHFGHA_13115	DNA replication/repair protein RecF	1
BHFGHA_13120	DNA polymerase III subunit beta	1
BHFGHA_13125	chromosomal replication initiator protein DnaA	1
BHFGHA_13135	Protein YsdD	1
BHFGHA_13140	50S ribosomal protein L34	1
BHFGHA_13145	ribonuclease P protein component	1
BHFGHA_13150	membrane protein insertase YidC	1
BHFGHA_13155	tRNA modification GTPase MnmE	1
BHFGHA_13160	tryptophanase leader peptide	1
BHFGHA_13165	tryptophanase	1
BHFGHA_13170	low affinity tryptophan permease TnaB	1
BHFGHA_13175	multidrug efflux MFS transporter MdtL	1
BHFGHA_13180	HTH-type transcriptional regulator YidZ	1
BHFGHA_13185	Uncharacterized protein YieE	1
BHFGHA_13190	class I chromate reductase YieF	1
BHFGHA_13195	adenine permease AdeP	1
BHFGHA_13200	6-phosphogluconate phosphatase	1
BHFGHA_13205	Inner membrane protein CbrB	1
BHFGHA_13210	glucosamine-6-phosphate deaminase	1
BHFGHA_13215	Uncharacterized protein YieL	1
BHFGHA_13220	carbohydrate-specific porin BglH	1
BHFGHA_13225	6-phospho-beta-glucosidase BglB	1
BHFGHA_13230	PTS beta-glucoside transporter subunit IIABC	1
BHFGHA_13235	transcriptional antiterminator BglG	1
BHFGHA_13240	BglC protein	1
BHFGHA_13245	phosphate signaling complex protein PhoU	1
BHFGHA_13250	phosphate ABC transporter ATP-binding protein PstB	1
BHFGHA_13255	phosphate ABC transporter permease PstA	1
BHFGHA_13260	phosphate ABC transporter permease PstC	1
BHFGHA_13265	phosphate ABC transporter substrate-binding protein PstS	1
BHFGHA_13270	glutamine--fructose-6-phosphate transaminase (isomerizing)	1
BHFGHA_13275	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	1
BHFGHA_13285	F0F1 ATP synthase subunit epsilon	1
BHFGHA_13290	F0F1 ATP synthase subunit beta	1
BHFGHA_13295	F0F1 ATP synthase subunit gamma	1
BHFGHA_13300	F0F1 ATP synthase subunit alpha	1
BHFGHA_13305	F0F1 ATP synthase subunit delta	1
BHFGHA_13310	F0F1 ATP synthase subunit B	1
BHFGHA_13315	F0F1 ATP synthase subunit C	1
BHFGHA_13320	F0F1 ATP synthase subunit A	1
BHFGHA_13325	F0F1 ATP synthase subunit I	1
BHFGHA_13330	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	1
BHFGHA_13335	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	1
BHFGHA_13340	FMN-binding protein MioC	1
BHFGHA_13345	transcriptional regulator AsnC	1
BHFGHA_13350	aspartate--ammonia ligase	1
BHFGHA_13355	ATPase RavA	1
BHFGHA_13360	ATPase RavA	1
BHFGHA_13365	low affinity potassium transporter Kup	1
BHFGHA_13370	D-ribose pyranase	1
BHFGHA_13375	ribose ABC transporter ATP-binding protein RbsA	1
BHFGHA_13380	ribose ABC transporter permease	1
BHFGHA_13385	ribose ABC transporter substrate-binding protein RbsB	1
BHFGHA_13390	ribokinase	1
BHFGHA_13395	ribose operon transcriptional repressor RbsR	1
BHFGHA_13400	putative transport protein HsrA	1
BHFGHA_13405	Uncharacterized HTH-type transcriptional regulator YieP	1
BHFGHA_13445	HTH-type transcriptional regulator HdfR	1
BHFGHA_13450	macrodomain Ori organization protein MaoP	1
BHFGHA_13455	YifB family Mg chelatase-like AAA ATPase	1
BHFGHA_13460	Uncharacterized protein IlvX	1
BHFGHA_13465	acetolactate synthase 2 catalytic subunit	1
BHFGHA_13470	Acetolactate synthase isozyme 2 small subunit	1
BHFGHA_13475	branched-chain-amino-acid transaminase	1
BHFGHA_13480	dihydroxy-acid dehydratase	1
BHFGHA_13485	threonine ammonia-lyase, biosynthetic	1
BHFGHA_13490	HTH-type transcriptional activator IlvY	1
BHFGHA_13495	ketol-acid reductoisomerase	1
BHFGHA_13500	peptidylprolyl isomerase PpiC	1
BHFGHA_13505	DNA helicase Rep	1
BHFGHA_13510	guanosine-5'-triphosphate,3'-diphosphate diphosphatase	1
BHFGHA_13515	ATP-dependent RNA helicase RhlB	1
BHFGHA_13520	thioredoxin TrxA	1
BHFGHA_13525	transcription termination factor Rho	1
BHFGHA_13530	hypothetical protein	1
BHFGHA_13535	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	1
BHFGHA_13540	ECA polysaccharide chain length modulation protein	1
BHFGHA_13545	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1
BHFGHA_13550	UDP-N-acetyl-D-mannosamine dehydrogenase	1
BHFGHA_13555	dTDP-glucose 4,6-dehydratase	1
BHFGHA_13560	glucose-1-phosphate thymidylyltransferase RfbA	1
BHFGHA_13565	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase	1
BHFGHA_13570	dTDP-4-amino-4,6-dideoxygalactose transaminase	1
BHFGHA_13575	lipid III flippase WzxE	1
BHFGHA_13580	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	1
BHFGHA_13585	ECA oligosaccharide polymerase	1
BHFGHA_13590	lipopolysaccharide N-acetylmannosaminouronosyltransferase	1
BHFGHA_13595	amino acid permease	1
BHFGHA_13620	anaerobic sulfatase maturase	1
BHFGHA_13625	arylsulfatase AslA	1
BHFGHA_13640	protoheme IX biogenesis protein HemY	1
BHFGHA_13645	uroporphyrinogen-III C-methyltransferase	1
BHFGHA_13650	uroporphyrinogen-III synthase	1
BHFGHA_13655	hydroxymethylbilane synthase	1
BHFGHA_13660	class I adenylate cyclase	1
BHFGHA_13665	iron donor protein CyaY	1
BHFGHA_13670	DKNYY family protein	1
BHFGHA_13675	DKNYY family protein	1
BHFGHA_13680	Uncharacterized lipoprotein YifL	1
BHFGHA_13685	diaminopimelate epimerase	1
BHFGHA_13690	Uncharacterized protein YigA	1
BHFGHA_13695	tyrosine recombinase XerC	1
BHFGHA_13700	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	1
BHFGHA_13705	DNA helicase II	1
BHFGHA_13710	Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)	1
BHFGHA_13715	Uncharacterized protein YigE	1
BHFGHA_13720	magnesium/cobalt transporter CorA	1
BHFGHA_13725	DUF943 domain-containing protein	1
BHFGHA_13730	DUF3289 domain-containing protein	1
BHFGHA_13735	EamA family transporter RarD	1
BHFGHA_13740	thioesterase family protein	1
BHFGHA_13745	phospholipase A	1
BHFGHA_13750	ATP-dependent DNA helicase RecQ	1
BHFGHA_13755	threonine export protein RhtC	1
BHFGHA_13760	homoserine/homoserine lactone efflux protein	1
BHFGHA_13765	lysophospholipase L2	1
BHFGHA_13770	sugar/pyridoxal phosphate phosphatase YigL	1
BHFGHA_13775	biotin transporter	1
BHFGHA_13780	HTH-type transcriptional regulator MetR	1
BHFGHA_13785	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1
BHFGHA_13790	MarR family transcriptional regulator	1
BHFGHA_13795	Hcp1 family type VI secretion system effector	1
BHFGHA_13800	SIS domain-containing protein	1
BHFGHA_13805	PTS system glucose-specific EIICB component	1
BHFGHA_13810	transketolase	1
BHFGHA_13815	Transcriptional regulator	1
BHFGHA_13820	LysR family transcriptional regulator	1
BHFGHA_13825	Cytosine permease	1
BHFGHA_13830	Glutamyl-tRNA amidotransferase	1
BHFGHA_13835	carbamate kinase	1
BHFGHA_13840	Ybl186	1
BHFGHA_13845	Acyl-CoA synthetase FdrA	1
BHFGHA_13850	DUF2877 domain-containing protein	1
BHFGHA_13855	Cysteine hydrolase	1
BHFGHA_13860	hypothetical protein	1
BHFGHA_13865	Putative carboxymethylenebutenolidase	1
BHFGHA_13870	uridine phosphorylase	1
BHFGHA_13875	C4-dicarboxylate ABC transporter permease	1
BHFGHA_13880	Permease	1
BHFGHA_13885	Periplasmic binding protein	1
BHFGHA_13890	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	1
BHFGHA_13895	2-dehydro-3-deoxygalactonokinase	1
BHFGHA_13900	Helix-turn-helix domain-containing protein	1
BHFGHA_13905	DNA recombination protein RmuC	1
BHFGHA_13910	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	1
BHFGHA_13915	ubiquinone biosynthesis protein UbiJ	1
BHFGHA_13925	ubiquinone biosynthesis regulatory protein kinase UbiB	1
BHFGHA_13930	Sec-independent protein translocase subunit TatA	1
BHFGHA_13935	Sec-independent protein translocase protein TatB	1
BHFGHA_13940	Sec-independent protein translocase subunit TatC	1
BHFGHA_13945	3'-5' ssDNA/RNA exonuclease TatD	1
BHFGHA_13950	transcription/translation regulatory transformer protein RfaH	1
BHFGHA_13955	4-hydroxy-3-polyprenylbenzoate decarboxylase	1
BHFGHA_13960	NAD(P)H-flavin reductase	1
BHFGHA_13970	acetyl-CoA C-acyltransferase FadA	1
BHFGHA_13975	fatty acid oxidation complex subunit alpha FadB	1
BHFGHA_13980	Xaa-Pro dipeptidase	1
BHFGHA_13985	IMPACT family protein	1
BHFGHA_13990	Trk system potassium transporter TrkH	1
BHFGHA_13995	menaquinone-dependent protoporphyrinogen IX dehydrogenase	1
BHFGHA_14030	molybdopterin-guanine dinucleotide biosynthesis protein MobB	1
BHFGHA_14035	molybdenum cofactor guanylyltransferase MobA	1
BHFGHA_14040	Protein YihD	1
BHFGHA_14045	stress response kinase SrkA	1
BHFGHA_14050	thiol:disulfide interchange protein DsbA	1
BHFGHA_14055	serine/threonine protein kinase	1
BHFGHA_14060	Uncharacterized protein YihF	1
BHFGHA_14065	putative acyltransferase YihG	1
BHFGHA_14070	Succinate dehydrogenase	1
BHFGHA_14075	DNA polymerase I	1
BHFGHA_14085	Small protein SpfP	1
BHFGHA_14090	ribosome biogenesis GTP-binding protein YihA/YsxC	1
BHFGHA_14100	Der GTPase-activating protein YihI	1
BHFGHA_14105	Der GTPase-activating protein YihI	1
BHFGHA_14110	oxygen-independent coproporphyrinogen III oxidase	1
BHFGHA_14120	Uncharacterized protein YshB	1
BHFGHA_14125	nitrogen regulation protein NR(I)	1
BHFGHA_14130	nitrogen regulation protein NR(II)	1
BHFGHA_14135	glutamate--ammonia ligase	1
BHFGHA_14145	ribosome-dependent GTPase TypA	1
BHFGHA_14155	Phosphatase	1
BHFGHA_14160	Radical SAM protein	1
BHFGHA_14165	STM4012 family radical SAM protein	1
BHFGHA_14170	Sulfatase N-terminal domain-containing protein	1
BHFGHA_14175	ATP-grasp domain-containing protein	1
BHFGHA_14180	Cytoplasmic protein	1
BHFGHA_14185	porin OmpL	1
BHFGHA_14190	Putative sulfoquinovose importer	1
BHFGHA_14195	Na+/melibiose symporter or related transporter	1
BHFGHA_14200	sulfoquinovosidase	1
BHFGHA_14205	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	1
BHFGHA_14210	Aldose-1-epimerase	1
BHFGHA_14215	sulfoquinovose isomerase	1
BHFGHA_14220	sulfofructosephosphate aldolase	1
BHFGHA_14225	sulfolactaldehyde 3-reductase	1
BHFGHA_14230	sulfofructose kinase	1
BHFGHA_14235	HTH-type transcriptional repressor CsqR	1
BHFGHA_14240	glucose-1-phosphatase	1
BHFGHA_14245	virulence factor BrkB family protein	1
BHFGHA_14250	D-aminoacyl-tRNA deacylase	1
BHFGHA_14255	fatty acid biosynthesis protein FabY	1
BHFGHA_14260	Acetyl esterase	1
BHFGHA_14265	Antitoxin HigA-2	1
BHFGHA_14270	SWIM-type domain-containing protein	1
